period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,60,Bidder Andy,bid,60.0,69,"{'Bidder Andy': 60.0, 'Bidder Betty': 0, 'Bidder Charles': 0}",Bidder Andy
0,1,11.0,60,Bidder Betty,bid,10.0,94,"{'Bidder Andy': 60.0, 'Bidder Betty': 10.0, 'Bidder Charles': 0}",Bidder Andy
0,2,21.0,60,Bidder Charles,bid,20.0,83,"{'Bidder Andy': 60.0, 'Bidder Betty': 10.0, 'Bidder Charles': 20.0}",Bidder Andy
1,0,21.0,60,Bidder Andy,hold,0.0,69,"{'Bidder Andy': 60.0, 'Bidder Betty': 10.0, 'Bidder Charles': 20.0}",Bidder Andy
1,1,31.0,60,Bidder Betty,bid,30.0,94,"{'Bidder Andy': 60.0, 'Bidder Betty': 30.0, 'Bidder Charles': 20.0}",Bidder Andy
1,2,41.0,60,Bidder Charles,bid,40.0,83,"{'Bidder Andy': 60.0, 'Bidder Betty': 30.0, 'Bidder Charles': 40.0}",Bidder Andy
2,0,51.0,60,Bidder Charles,bid,50.0,83,"{'Bidder Andy': 60.0, 'Bidder Betty': 30.0, 'Bidder Charles': 50.0}",Bidder Andy
2,1,51.0,60,Bidder Andy,bid,65.0,69,"{'Bidder Andy': 65.0, 'Bidder Betty': 30.0, 'Bidder Charles': 50.0}",Bidder Andy
2,2,61.0,60,Bidder Betty,bid,60.0,94,"{'Bidder Andy': 65.0, 'Bidder Betty': 60.0, 'Bidder Charles': 50.0}",Bidder Andy
3,0,61.0,60,Bidder Andy,bid,69.0,69,"{'Bidder Andy': 69.0, 'Bidder Betty': 60.0, 'Bidder Charles': 50.0}",Bidder Andy
3,1,70.0,60,Bidder Charles,bid,70.0,83,"{'Bidder Andy': 69.0, 'Bidder Betty': 60.0, 'Bidder Charles': 70.0}",Bidder Charles
3,2,71.0,60,Bidder Betty,bid,80.0,94,"{'Bidder Andy': 69.0, 'Bidder Betty': 80.0, 'Bidder Charles': 70.0}",Bidder Betty
4,0,71.0,60,Bidder Betty,bid,85.0,94,"{'Bidder Andy': 69.0, 'Bidder Betty': 85.0, 'Bidder Charles': 70.0}",Bidder Betty
4,1,84.0,60,Bidder Charles,bid,83.0,83,"{'Bidder Andy': 69.0, 'Bidder Betty': 85.0, 'Bidder Charles': 83.0}",Bidder Betty
4,2,84.0,60,Bidder Andy,hold,0.0,69,"{'Bidder Andy': 69.0, 'Bidder Betty': 85.0, 'Bidder Charles': 83.0}",Bidder Betty
5,0,84.0,60,Bidder Andy,hold,0.0,69,"{'Bidder Andy': 69.0, 'Bidder Betty': 85.0, 'Bidder Charles': 83.0}",Bidder Betty
5,1,84.0,60,Bidder Charles,hold,0.0,83,"{'Bidder Andy': 69.0, 'Bidder Betty': 85.0, 'Bidder Charles': 83.0}",Bidder Betty
5,2,84.0,60,Bidder Betty,bid,90.0,94,"{'Bidder Andy': 69.0, 'Bidder Betty': 90.0, 'Bidder Charles': 83.0}",Bidder Betty
6,0,84.0,60,Bidder Charles,hold,0.0,83,"{'Bidder Andy': 69.0, 'Bidder Betty': 90.0, 'Bidder Charles': 83.0}",Bidder Betty
6,1,84.0,60,Bidder Andy,hold,0.0,69,"{'Bidder Andy': 69.0, 'Bidder Betty': 90.0, 'Bidder Charles': 83.0}",Bidder Betty
6,2,84.0,60,Bidder Betty,hold,0.0,94,"{'Bidder Andy': 69.0, 'Bidder Betty': 90.0, 'Bidder Charles': 83.0}",Bidder Betty
7,0,84.0,60,Bidder Charles,hold,0.0,83,"{'Bidder Andy': 69.0, 'Bidder Betty': 90.0, 'Bidder Charles': 83.0}",Bidder Betty
7,1,84.0,60,Bidder Betty,bid,92.0,94,"{'Bidder Andy': 69.0, 'Bidder Betty': 92.0, 'Bidder Charles': 83.0}",Bidder Betty
7,2,84.0,60,Bidder Andy,hold,0.0,69,"{'Bidder Andy': 69.0, 'Bidder Betty': 92.0, 'Bidder Charles': 83.0}",Bidder Betty
8,0,84.0,60,Bidder Andy,hold,0.0,69,"{'Bidder Andy': 69.0, 'Bidder Betty': 92.0, 'Bidder Charles': 83.0}",Bidder Betty
8,1,84.0,60,Bidder Charles,hold,0.0,83,"{'Bidder Andy': 69.0, 'Bidder Betty': 92.0, 'Bidder Charles': 83.0}",Bidder Betty
8,2,84.0,60,Bidder Betty,hold,0.0,94,"{'Bidder Andy': 69.0, 'Bidder Betty': 92.0, 'Bidder Charles': 83.0}",Bidder Betty
9,0,84.0,60,Bidder Andy,hold,0.0,69,"{'Bidder Andy': 69.0, 'Bidder Betty': 92.0, 'Bidder Charles': 83.0}",Bidder Betty
9,1,84.0,60,Bidder Betty,bid,94.0,94,"{'Bidder Andy': 69.0, 'Bidder Betty': 94.0, 'Bidder Charles': 83.0}",Bidder Betty
9,2,84.0,60,Bidder Charles,hold,0.0,83,"{'Bidder Andy': 69.0, 'Bidder Betty': 94.0, 'Bidder Charles': 83.0}",Bidder Betty
