period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,60,Bidder Charles,bid,10.0,98,"{'Bidder Andy': 0, 'Bidder Betty': 0, 'Bidder Charles': 10.0}",Bidder Charles
0,1,11.0,60,Bidder Betty,bid,31.0,31,"{'Bidder Andy': 0, 'Bidder Betty': 31.0, 'Bidder Charles': 10.0}",Bidder Betty
0,2,13.0,60,Bidder Andy,bid,12.0,66,"{'Bidder Andy': 12.0, 'Bidder Betty': 31.0, 'Bidder Charles': 10.0}",Bidder Betty
1,0,16.0,60,Bidder Charles,bid,15.0,98,"{'Bidder Andy': 12.0, 'Bidder Betty': 31.0, 'Bidder Charles': 15.0}",Bidder Betty
1,1,21.0,60,Bidder Andy,bid,20.0,66,"{'Bidder Andy': 20.0, 'Bidder Betty': 31.0, 'Bidder Charles': 15.0}",Bidder Betty
1,2,21.0,60,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 20.0, 'Bidder Betty': 31.0, 'Bidder Charles': 15.0}",Bidder Betty
2,0,21.0,60,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 20.0, 'Bidder Betty': 31.0, 'Bidder Charles': 15.0}",Bidder Betty
2,1,26.0,60,Bidder Andy,bid,25.0,66,"{'Bidder Andy': 25.0, 'Bidder Betty': 31.0, 'Bidder Charles': 15.0}",Bidder Betty
2,2,31.0,60,Bidder Charles,bid,30.0,98,"{'Bidder Andy': 25.0, 'Bidder Betty': 31.0, 'Bidder Charles': 30.0}",Bidder Betty
3,0,32.0,60,Bidder Andy,bid,35.0,66,"{'Bidder Andy': 35.0, 'Bidder Betty': 31.0, 'Bidder Charles': 30.0}",Bidder Andy
3,1,36.0,60,Bidder Charles,bid,40.0,98,"{'Bidder Andy': 35.0, 'Bidder Betty': 31.0, 'Bidder Charles': 40.0}",Bidder Charles
3,2,36.0,60,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 35.0, 'Bidder Betty': 31.0, 'Bidder Charles': 40.0}",Bidder Charles
4,0,36.0,60,Bidder Charles,bid,45.0,98,"{'Bidder Andy': 35.0, 'Bidder Betty': 31.0, 'Bidder Charles': 45.0}",Bidder Charles
4,1,41.0,60,Bidder Andy,bid,40.0,66,"{'Bidder Andy': 40.0, 'Bidder Betty': 31.0, 'Bidder Charles': 45.0}",Bidder Charles
4,2,41.0,60,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 40.0, 'Bidder Betty': 31.0, 'Bidder Charles': 45.0}",Bidder Charles
5,0,41.0,60,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 40.0, 'Bidder Betty': 31.0, 'Bidder Charles': 45.0}",Bidder Charles
5,1,46.0,60,Bidder Andy,bid,50.0,66,"{'Bidder Andy': 50.0, 'Bidder Betty': 31.0, 'Bidder Charles': 45.0}",Bidder Andy
5,2,50.0,60,Bidder Charles,bid,50.0,98,"{'Bidder Andy': 50.0, 'Bidder Betty': 31.0, 'Bidder Charles': 50.0}",Bidder Andy
6,0,51.0,60,Bidder Charles,bid,60.0,98,"{'Bidder Andy': 50.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Charles
6,1,56.0,60,Bidder Andy,bid,55.0,66,"{'Bidder Andy': 55.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Charles
6,2,56.0,60,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 55.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Charles
7,0,60.0,60,Bidder Andy,bid,60.0,66,"{'Bidder Andy': 60.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
7,1,60.0,60,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 60.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
7,2,61.0,60,Bidder Charles,bid,65.0,98,"{'Bidder Andy': 60.0, 'Bidder Betty': 31.0, 'Bidder Charles': 65.0}",Bidder Charles
8,0,61.0,60,Bidder Charles,bid,70.0,98,"{'Bidder Andy': 60.0, 'Bidder Betty': 31.0, 'Bidder Charles': 70.0}",Bidder Charles
8,1,67.0,60,Bidder Andy,bid,66.0,66,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 70.0}",Bidder Charles
8,2,67.0,60,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 70.0}",Bidder Charles
9,0,67.0,60,Bidder Charles,bid,80.0,98,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 80.0}",Bidder Charles
9,1,67.0,60,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 80.0}",Bidder Charles
9,2,67.0,60,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 80.0}",Bidder Charles
