period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,0,Bidder Charles,bid,33.0,33,"{'Bidder Andy': 0, 'Bidder Betty': 0, 'Bidder Charles': 33.0}",Bidder Charles
0,1,3.0,0,Bidder Betty,bid,2.0,2,"{'Bidder Andy': 0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
0,2,5.0,0,Bidder Andy,bid,4.0,99,"{'Bidder Andy': 4.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
1,0,7.0,0,Bidder Andy,bid,6.0,99,"{'Bidder Andy': 6.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
1,1,7.0,0,Bidder Betty,hold,0.0,2,"{'Bidder Andy': 6.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
1,2,7.0,0,Bidder Charles,hold,0.0,33,"{'Bidder Andy': 6.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
2,0,11.0,0,Bidder Andy,bid,10.0,99,"{'Bidder Andy': 10.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
2,1,11.0,0,Bidder Betty,hold,0.0,2,"{'Bidder Andy': 10.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
2,2,11.0,0,Bidder Charles,hold,0.0,33,"{'Bidder Andy': 10.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
3,0,11.0,0,Bidder Betty,hold,0.0,2,"{'Bidder Andy': 10.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
3,1,16.0,0,Bidder Andy,bid,15.0,99,"{'Bidder Andy': 15.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
3,2,16.0,0,Bidder Charles,hold,0.0,33,"{'Bidder Andy': 15.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
4,0,16.0,0,Bidder Betty,hold,0.0,2,"{'Bidder Andy': 15.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
4,1,16.0,0,Bidder Charles,hold,0.0,33,"{'Bidder Andy': 15.0, 'Bidder Betty': 2.0, 'Bidder Charles': 33.0}",Bidder Charles
