period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,0,Bidder Andy,bid,40.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 0, 'Bidder Charles': 0}",Bidder Andy
0,1,41.0,0,Bidder Betty,bid,91.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 0}",Bidder Betty
0,2,51.0,0,Bidder Charles,bid,50.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 50.0}",Bidder Betty
1,0,51.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 50.0}",Bidder Betty
1,1,53.0,0,Bidder Charles,bid,52.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 52.0}",Bidder Betty
1,2,53.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 52.0}",Bidder Betty
2,0,53.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 52.0}",Bidder Betty
2,1,53.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 52.0}",Bidder Betty
2,2,57.0,0,Bidder Charles,bid,56.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 56.0}",Bidder Betty
3,0,61.0,0,Bidder Charles,bid,60.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 60.0}",Bidder Betty
3,1,61.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 60.0}",Bidder Betty
3,2,61.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 60.0}",Bidder Betty
4,0,61.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 60.0}",Bidder Betty
4,1,61.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 60.0}",Bidder Betty
4,2,71.0,0,Bidder Charles,bid,70.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 70.0}",Bidder Betty
5,0,71.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 70.0}",Bidder Betty
5,1,71.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 70.0}",Bidder Betty
5,2,76.0,0,Bidder Charles,bid,75.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 75.0}",Bidder Betty
6,0,76.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 75.0}",Bidder Betty
6,1,76.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 75.0}",Bidder Betty
6,2,81.0,0,Bidder Charles,bid,80.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 80.0}",Bidder Betty
7,0,90.0,0,Bidder Charles,bid,89.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
7,1,90.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
7,2,90.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
8,0,90.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
8,1,90.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
8,2,90.0,0,Bidder Charles,hold,0.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
9,0,90.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
9,1,90.0,0,Bidder Charles,hold,0.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
9,2,90.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
10,0,90.0,0,Bidder Charles,hold,0.0,89,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
10,1,90.0,0,Bidder Betty,hold,0.0,91,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
10,2,90.0,0,Bidder Andy,hold,0.0,40,"{'Bidder Andy': 40.0, 'Bidder Betty': 91.0, 'Bidder Charles': 89.0}",Bidder Betty
