period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,0,Bidder Charles,bid,10.0,"{'Bidder Andy': 0, 'Bidder Betty': 0, 'Bidder Charles': 10.0}",Bidder Charles
0,1,11.0,0,Bidder Betty,bid,16.0,"{'Bidder Andy': 0, 'Bidder Betty': 16.0, 'Bidder Charles': 10.0}",Bidder Betty
0,2,17.0,0,Bidder Andy,bid,73.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 10.0}",Bidder Andy
1,0,19.0,0,Bidder Charles,bid,18.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 18.0}",Bidder Andy
1,1,19.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 18.0}",Bidder Andy
1,2,19.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 18.0}",Bidder Andy
2,0,19.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 18.0}",Bidder Andy
2,1,26.0,0,Bidder Charles,bid,25.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 25.0}",Bidder Andy
2,2,26.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 25.0}",Bidder Andy
3,0,31.0,0,Bidder Charles,bid,30.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 30.0}",Bidder Andy
3,1,31.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 30.0}",Bidder Andy
3,2,31.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 30.0}",Bidder Andy
4,0,36.0,0,Bidder Charles,bid,35.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 35.0}",Bidder Andy
4,1,36.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 35.0}",Bidder Andy
4,2,36.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 35.0}",Bidder Andy
5,0,36.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 35.0}",Bidder Andy
5,1,36.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 35.0}",Bidder Andy
5,2,51.0,0,Bidder Charles,bid,50.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 50.0}",Bidder Andy
6,0,51.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 50.0}",Bidder Andy
6,1,71.0,0,Bidder Charles,bid,70.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 70.0}",Bidder Andy
6,2,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 70.0}",Bidder Andy
7,0,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 70.0}",Bidder Andy
7,1,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 70.0}",Bidder Andy
7,2,74.0,0,Bidder Charles,bid,85.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 85.0}",Bidder Charles
8,0,74.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 85.0}",Bidder Charles
8,1,74.0,0,Bidder Charles,bid,89.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 89.0}",Bidder Charles
8,2,74.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 89.0}",Bidder Charles
9,0,74.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 89.0}",Bidder Charles
9,1,74.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 89.0}",Bidder Charles
9,2,74.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 89.0}",Bidder Charles
10,0,74.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 89.0}",Bidder Charles
10,1,74.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 89.0}",Bidder Charles
10,2,74.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 73.0, 'Bidder Betty': 16.0, 'Bidder Charles': 89.0}",Bidder Charles
