period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,0,Bidder Charles,bid,41.0,"{'Bidder Andy': 0, 'Bidder Betty': 0, 'Bidder Charles': 41.0}",Bidder Charles
0,1,42.0,0,Bidder Andy,bid,54.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 0, 'Bidder Charles': 41.0}",Bidder Andy
0,2,46.0,0,Bidder Betty,bid,45.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 45.0, 'Bidder Charles': 41.0}",Bidder Andy
1,0,46.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 45.0, 'Bidder Charles': 41.0}",Bidder Andy
1,1,46.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 45.0, 'Bidder Charles': 41.0}",Bidder Andy
1,2,51.0,0,Bidder Betty,bid,50.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 50.0, 'Bidder Charles': 41.0}",Bidder Andy
2,0,51.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 50.0, 'Bidder Charles': 41.0}",Bidder Andy
2,1,51.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 50.0, 'Bidder Charles': 41.0}",Bidder Andy
2,2,55.0,0,Bidder Betty,bid,55.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 55.0, 'Bidder Charles': 41.0}",Bidder Betty
3,0,55.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 55.0, 'Bidder Charles': 41.0}",Bidder Betty
3,1,55.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 55.0, 'Bidder Charles': 41.0}",Bidder Betty
3,2,55.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 55.0, 'Bidder Charles': 41.0}",Bidder Betty
4,0,55.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 55.0, 'Bidder Charles': 41.0}",Bidder Betty
4,1,55.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 55.0, 'Bidder Charles': 41.0}",Bidder Betty
4,2,55.0,0,Bidder Betty,bid,60.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 60.0, 'Bidder Charles': 41.0}",Bidder Betty
5,0,55.0,0,Bidder Betty,bid,63.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
5,1,55.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
5,2,55.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
6,0,55.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
6,1,55.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
6,2,55.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
7,0,55.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
7,1,55.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
7,2,55.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
8,0,55.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
8,1,55.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
8,2,55.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
9,0,55.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
9,1,55.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
9,2,55.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
10,0,55.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
10,1,55.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
10,2,55.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 54.0, 'Bidder Betty': 63.0, 'Bidder Charles': 41.0}",Bidder Betty
