period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,0,Bidder Charles,bid,45.0,49,"{'Bidder Andy': 0, 'Bidder Betty': 0, 'Bidder Charles': 45.0}",Bidder Charles
0,1,2.0,0,Bidder Andy,bid,1.0,37,"{'Bidder Andy': 1.0, 'Bidder Betty': 0, 'Bidder Charles': 45.0}",Bidder Charles
0,2,6.0,0,Bidder Betty,bid,5.0,45,"{'Bidder Andy': 1.0, 'Bidder Betty': 5.0, 'Bidder Charles': 45.0}",Bidder Charles
1,0,8.0,0,Bidder Andy,bid,7.0,37,"{'Bidder Andy': 7.0, 'Bidder Betty': 5.0, 'Bidder Charles': 45.0}",Bidder Charles
1,1,8.0,0,Bidder Charles,hold,0.0,49,"{'Bidder Andy': 7.0, 'Bidder Betty': 5.0, 'Bidder Charles': 45.0}",Bidder Charles
1,2,11.0,0,Bidder Betty,bid,10.0,45,"{'Bidder Andy': 7.0, 'Bidder Betty': 10.0, 'Bidder Charles': 45.0}",Bidder Charles
2,0,16.0,0,Bidder Andy,bid,15.0,37,"{'Bidder Andy': 15.0, 'Bidder Betty': 10.0, 'Bidder Charles': 45.0}",Bidder Charles
2,1,16.0,0,Bidder Charles,bid,49.0,49,"{'Bidder Andy': 15.0, 'Bidder Betty': 10.0, 'Bidder Charles': 49.0}",Bidder Charles
2,2,21.0,0,Bidder Betty,bid,20.0,45,"{'Bidder Andy': 15.0, 'Bidder Betty': 20.0, 'Bidder Charles': 49.0}",Bidder Charles
3,0,26.0,0,Bidder Andy,bid,25.0,37,"{'Bidder Andy': 25.0, 'Bidder Betty': 20.0, 'Bidder Charles': 49.0}",Bidder Charles
3,1,26.0,0,Bidder Charles,hold,0.0,49,"{'Bidder Andy': 25.0, 'Bidder Betty': 20.0, 'Bidder Charles': 49.0}",Bidder Charles
3,2,31.0,0,Bidder Betty,bid,30.0,45,"{'Bidder Andy': 25.0, 'Bidder Betty': 30.0, 'Bidder Charles': 49.0}",Bidder Charles
4,0,31.0,0,Bidder Charles,hold,0.0,49,"{'Bidder Andy': 25.0, 'Bidder Betty': 30.0, 'Bidder Charles': 49.0}",Bidder Charles
4,1,33.0,0,Bidder Andy,bid,32.0,37,"{'Bidder Andy': 32.0, 'Bidder Betty': 30.0, 'Bidder Charles': 49.0}",Bidder Charles
4,2,36.0,0,Bidder Betty,bid,35.0,45,"{'Bidder Andy': 32.0, 'Bidder Betty': 35.0, 'Bidder Charles': 49.0}",Bidder Charles
5,0,41.0,0,Bidder Betty,bid,40.0,45,"{'Bidder Andy': 32.0, 'Bidder Betty': 40.0, 'Bidder Charles': 49.0}",Bidder Charles
5,1,41.0,0,Bidder Andy,hold,0.0,37,"{'Bidder Andy': 32.0, 'Bidder Betty': 40.0, 'Bidder Charles': 49.0}",Bidder Charles
5,2,41.0,0,Bidder Charles,hold,0.0,49,"{'Bidder Andy': 32.0, 'Bidder Betty': 40.0, 'Bidder Charles': 49.0}",Bidder Charles
6,0,46.0,0,Bidder Betty,bid,45.0,45,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
6,1,46.0,0,Bidder Andy,hold,0.0,37,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
6,2,46.0,0,Bidder Charles,hold,0.0,49,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
7,0,46.0,0,Bidder Betty,hold,0.0,45,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
7,1,46.0,0,Bidder Andy,hold,0.0,37,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
7,2,46.0,0,Bidder Charles,hold,0.0,49,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
8,0,46.0,0,Bidder Andy,hold,0.0,37,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
8,1,46.0,0,Bidder Betty,hold,0.0,45,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
8,2,46.0,0,Bidder Charles,hold,0.0,49,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
9,0,46.0,0,Bidder Charles,hold,0.0,49,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
9,1,46.0,0,Bidder Andy,hold,0.0,37,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
9,2,46.0,0,Bidder Betty,hold,0.0,45,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
10,0,46.0,0,Bidder Andy,hold,0.0,37,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
10,1,46.0,0,Bidder Betty,hold,0.0,45,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
10,2,46.0,0,Bidder Charles,hold,0.0,49,"{'Bidder Andy': 32.0, 'Bidder Betty': 45.0, 'Bidder Charles': 49.0}",Bidder Charles
