period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,40,Bidder Betty,bid,31.0,"{'Bidder Andy': 0, 'Bidder Betty': 31.0, 'Bidder Charles': 0}",Bidder Betty
0,1,32.0,40,Bidder Andy,bid,60.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 31.0, 'Bidder Charles': 0}",Bidder Andy
0,2,36.0,40,Bidder Charles,bid,35.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 31.0, 'Bidder Charles': 35.0}",Bidder Andy
1,0,41.0,40,Bidder Charles,bid,40.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 31.0, 'Bidder Charles': 40.0}",Bidder Andy
1,1,41.0,40,Bidder Andy,bid,66.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 40.0}",Bidder Andy
1,2,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 40.0}",Bidder Andy
2,0,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 40.0}",Bidder Andy
2,1,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 40.0}",Bidder Andy
2,2,51.0,40,Bidder Charles,bid,50.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 50.0}",Bidder Andy
3,0,51.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 50.0}",Bidder Andy
3,1,51.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 50.0}",Bidder Andy
3,2,61.0,40,Bidder Charles,bid,60.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
4,0,61.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
4,1,61.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
4,2,67.0,40,Bidder Charles,bid,70.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 70.0}",Bidder Charles
5,0,67.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 70.0}",Bidder Charles
5,1,67.0,40,Bidder Charles,bid,75.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 75.0}",Bidder Charles
5,2,67.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 75.0}",Bidder Charles
6,0,67.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 75.0}",Bidder Charles
6,1,67.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 75.0}",Bidder Charles
