period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,40,Bidder Betty,bid,50.0,"{'Bidder Andy': 0, 'Bidder Betty': 50.0, 'Bidder Charles': 0}",Bidder Betty
0,1,2.0,40,Bidder Charles,bid,1.0,"{'Bidder Andy': 0, 'Bidder Betty': 50.0, 'Bidder Charles': 1.0}",Bidder Betty
0,2,4.0,40,Bidder Andy,bid,3.0,"{'Bidder Andy': 3.0, 'Bidder Betty': 50.0, 'Bidder Charles': 1.0}",Bidder Betty
1,0,4.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 3.0, 'Bidder Betty': 50.0, 'Bidder Charles': 1.0}",Bidder Betty
1,1,6.0,40,Bidder Charles,bid,5.0,"{'Bidder Andy': 3.0, 'Bidder Betty': 50.0, 'Bidder Charles': 5.0}",Bidder Betty
1,2,8.0,40,Bidder Andy,bid,7.0,"{'Bidder Andy': 7.0, 'Bidder Betty': 50.0, 'Bidder Charles': 5.0}",Bidder Betty
2,0,11.0,40,Bidder Charles,bid,10.0,"{'Bidder Andy': 7.0, 'Bidder Betty': 50.0, 'Bidder Charles': 10.0}",Bidder Betty
2,1,11.0,40,Bidder Betty,bid,51.0,"{'Bidder Andy': 7.0, 'Bidder Betty': 51.0, 'Bidder Charles': 10.0}",Bidder Betty
2,2,16.0,40,Bidder Andy,bid,15.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 51.0, 'Bidder Charles': 10.0}",Bidder Betty
3,0,21.0,40,Bidder Charles,bid,20.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 51.0, 'Bidder Charles': 20.0}",Bidder Betty
3,1,21.0,40,Bidder Betty,bid,55.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 55.0, 'Bidder Charles': 20.0}",Bidder Betty
3,2,21.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 55.0, 'Bidder Charles': 20.0}",Bidder Betty
4,0,21.0,40,Bidder Betty,bid,65.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 65.0, 'Bidder Charles': 20.0}",Bidder Betty
4,1,31.0,40,Bidder Charles,bid,30.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 65.0, 'Bidder Charles': 30.0}",Bidder Betty
4,2,31.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 65.0, 'Bidder Charles': 30.0}",Bidder Betty
5,0,36.0,40,Bidder Charles,bid,35.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 65.0, 'Bidder Charles': 35.0}",Bidder Betty
5,1,36.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 65.0, 'Bidder Charles': 35.0}",Bidder Betty
5,2,36.0,40,Bidder Betty,bid,70.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 70.0, 'Bidder Charles': 35.0}",Bidder Betty
6,0,36.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 70.0, 'Bidder Charles': 35.0}",Bidder Betty
6,1,51.0,40,Bidder Charles,bid,50.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 70.0, 'Bidder Charles': 50.0}",Bidder Betty
6,2,51.0,40,Bidder Betty,bid,75.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 75.0, 'Bidder Charles': 50.0}",Bidder Betty
7,0,71.0,40,Bidder Charles,bid,70.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 75.0, 'Bidder Charles': 70.0}",Bidder Betty
7,1,71.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 75.0, 'Bidder Charles': 70.0}",Bidder Betty
7,2,71.0,40,Bidder Betty,bid,80.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 80.0, 'Bidder Charles': 70.0}",Bidder Betty
8,0,71.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 80.0, 'Bidder Charles': 70.0}",Bidder Betty
8,1,71.0,40,Bidder Betty,bid,85.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 85.0, 'Bidder Charles': 70.0}",Bidder Betty
8,2,71.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 85.0, 'Bidder Charles': 70.0}",Bidder Betty
9,0,71.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 85.0, 'Bidder Charles': 70.0}",Bidder Betty
9,1,71.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 85.0, 'Bidder Charles': 70.0}",Bidder Betty
9,2,71.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 85.0, 'Bidder Charles': 70.0}",Bidder Betty
10,0,71.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 85.0, 'Bidder Charles': 70.0}",Bidder Betty
10,1,71.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 85.0, 'Bidder Charles': 70.0}",Bidder Betty
10,2,71.0,40,Bidder Betty,bid,86.0,"{'Bidder Andy': 15.0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
