period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,40,Bidder Charles,bid,5.0,"{'Bidder Andy': 0, 'Bidder Betty': 0, 'Bidder Charles': 5.0}",Bidder Charles
0,1,6.0,40,Bidder Andy,bid,40.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 0, 'Bidder Charles': 5.0}",Bidder Andy
0,2,41.0,40,Bidder Betty,bid,57.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
1,0,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
1,1,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
1,2,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
2,0,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
2,1,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
2,2,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
3,0,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
3,1,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
3,2,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
4,0,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
4,1,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
4,2,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
5,0,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
5,1,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
5,2,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
6,0,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
6,1,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
6,2,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
7,0,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
7,1,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
7,2,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
8,0,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
8,1,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
8,2,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
9,0,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
9,1,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
9,2,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
10,0,41.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
10,1,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
10,2,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 40.0, 'Bidder Betty': 57.0, 'Bidder Charles': 5.0}",Bidder Betty
