period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,0,Bidder Andy,bid,66.0,66,"{'Bidder Andy': 66.0, 'Bidder Betty': 0, 'Bidder Charles': 0}",Bidder Andy
0,1,32.0,0,Bidder Betty,bid,31.0,31,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 0}",Bidder Andy
0,2,34.0,0,Bidder Charles,bid,33.0,98,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 33.0}",Bidder Andy
1,0,36.0,0,Bidder Charles,bid,35.0,98,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 35.0}",Bidder Andy
1,1,36.0,0,Bidder Andy,bid,66.0,66,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 35.0}",Bidder Andy
1,2,38.0,0,Bidder Betty,bid,37.0,31,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 35.0}",Bidder Andy
2,0,38.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 35.0}",Bidder Andy
2,1,38.0,0,Bidder Andy,bid,66.0,66,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 35.0}",Bidder Andy
2,2,41.0,0,Bidder Charles,bid,40.0,98,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 40.0}",Bidder Andy
3,0,41.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 40.0}",Bidder Andy
3,1,46.0,0,Bidder Charles,bid,45.0,98,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 45.0}",Bidder Andy
3,2,46.0,0,Bidder Andy,bid,66.0,66,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 45.0}",Bidder Andy
4,0,46.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 45.0}",Bidder Andy
4,1,51.0,0,Bidder Charles,bid,50.0,98,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 50.0}",Bidder Andy
4,2,51.0,0,Bidder Andy,bid,66.0,66,"{'Bidder Andy': 66.0, 'Bidder Betty': 37.0, 'Bidder Charles': 50.0}",Bidder Andy
5,0,61.0,0,Bidder Betty,bid,60.0,31,"{'Bidder Andy': 66.0, 'Bidder Betty': 60.0, 'Bidder Charles': 50.0}",Bidder Andy
5,1,61.0,0,Bidder Andy,bid,66.0,66,"{'Bidder Andy': 66.0, 'Bidder Betty': 60.0, 'Bidder Charles': 50.0}",Bidder Andy
5,2,67.0,0,Bidder Charles,bid,70.0,98,"{'Bidder Andy': 66.0, 'Bidder Betty': 60.0, 'Bidder Charles': 70.0}",Bidder Charles
6,0,67.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 66.0, 'Bidder Betty': 60.0, 'Bidder Charles': 70.0}",Bidder Charles
6,1,69.0,0,Bidder Andy,bid,68.0,66,"{'Bidder Andy': 68.0, 'Bidder Betty': 60.0, 'Bidder Charles': 70.0}",Bidder Charles
6,2,69.0,0,Bidder Charles,bid,75.0,98,"{'Bidder Andy': 68.0, 'Bidder Betty': 60.0, 'Bidder Charles': 75.0}",Bidder Charles
7,0,69.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 68.0, 'Bidder Betty': 60.0, 'Bidder Charles': 75.0}",Bidder Charles
7,1,71.0,0,Bidder Andy,bid,70.0,66,"{'Bidder Andy': 70.0, 'Bidder Betty': 60.0, 'Bidder Charles': 75.0}",Bidder Charles
7,2,71.0,0,Bidder Charles,bid,80.0,98,"{'Bidder Andy': 70.0, 'Bidder Betty': 60.0, 'Bidder Charles': 80.0}",Bidder Charles
8,0,71.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 70.0, 'Bidder Betty': 60.0, 'Bidder Charles': 80.0}",Bidder Charles
8,1,76.0,0,Bidder Andy,bid,75.0,66,"{'Bidder Andy': 75.0, 'Bidder Betty': 60.0, 'Bidder Charles': 80.0}",Bidder Charles
8,2,76.0,0,Bidder Charles,bid,80.0,98,"{'Bidder Andy': 75.0, 'Bidder Betty': 60.0, 'Bidder Charles': 80.0}",Bidder Charles
9,0,76.0,0,Bidder Charles,bid,82.0,98,"{'Bidder Andy': 75.0, 'Bidder Betty': 60.0, 'Bidder Charles': 82.0}",Bidder Charles
9,1,76.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 75.0, 'Bidder Betty': 60.0, 'Bidder Charles': 82.0}",Bidder Charles
9,2,81.0,0,Bidder Andy,bid,80.0,66,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 82.0}",Bidder Charles
10,0,81.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 82.0}",Bidder Charles
10,1,81.0,0,Bidder Charles,bid,83.0,98,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 83.0}",Bidder Charles
10,2,81.0,0,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 83.0}",Bidder Charles
11,0,81.0,0,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 83.0}",Bidder Charles
11,1,81.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 83.0}",Bidder Charles
11,2,81.0,0,Bidder Charles,bid,84.0,98,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 84.0}",Bidder Charles
12,0,81.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 84.0}",Bidder Charles
12,1,81.0,0,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 84.0}",Bidder Charles
12,2,81.0,0,Bidder Charles,bid,85.0,98,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 85.0}",Bidder Charles
13,0,81.0,0,Bidder Charles,bid,86.0,98,"{'Bidder Andy': 80.0, 'Bidder Betty': 60.0, 'Bidder Charles': 86.0}",Bidder Charles
13,1,87.0,0,Bidder Betty,bid,90.0,31,"{'Bidder Andy': 80.0, 'Bidder Betty': 90.0, 'Bidder Charles': 86.0}",Bidder Betty
13,2,90.0,0,Bidder Andy,bid,90.0,66,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 86.0}",Bidder Andy
14,0,91.0,0,Bidder Charles,bid,91.0,98,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 91.0}",Bidder Charles
14,1,91.0,0,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 91.0}",Bidder Charles
14,2,91.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 91.0}",Bidder Charles
15,0,91.0,0,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 91.0}",Bidder Charles
15,1,91.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 91.0}",Bidder Charles
15,2,91.0,0,Bidder Charles,bid,92.0,98,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 92.0}",Bidder Charles
16,0,91.0,0,Bidder Charles,bid,93.0,98,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 93.0}",Bidder Charles
16,1,91.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 93.0}",Bidder Charles
16,2,91.0,0,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 93.0}",Bidder Charles
17,0,91.0,0,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 93.0}",Bidder Charles
17,1,91.0,0,Bidder Charles,bid,94.0,98,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 94.0}",Bidder Charles
17,2,91.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 94.0}",Bidder Charles
18,0,91.0,0,Bidder Charles,bid,95.0,98,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 95.0}",Bidder Charles
18,1,91.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 95.0}",Bidder Charles
18,2,91.0,0,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 95.0}",Bidder Charles
19,0,91.0,0,Bidder Betty,hold,0.0,31,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 95.0}",Bidder Charles
19,1,91.0,0,Bidder Charles,bid,98.0,98,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 98.0}",Bidder Charles
19,2,91.0,0,Bidder Andy,hold,0.0,66,"{'Bidder Andy': 90.0, 'Bidder Betty': 90.0, 'Bidder Charles': 98.0}",Bidder Charles
