period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,0,Bidder Betty,bid,40.0,40,"{'Bidder Andy': 0, 'Bidder Betty': 40.0, 'Bidder Charles': 0}",Bidder Betty
0,1,41.0,0,Bidder Andy,bid,43.0,43,"{'Bidder Andy': 43.0, 'Bidder Betty': 40.0, 'Bidder Charles': 0}",Bidder Andy
0,2,44.0,0,Bidder Charles,bid,96.0,96,"{'Bidder Andy': 43.0, 'Bidder Betty': 40.0, 'Bidder Charles': 96.0}",Bidder Charles
1,0,44.0,0,Bidder Betty,hold,0.0,40,"{'Bidder Andy': 43.0, 'Bidder Betty': 40.0, 'Bidder Charles': 96.0}",Bidder Charles
1,1,44.0,0,Bidder Charles,bid,96.0,96,"{'Bidder Andy': 43.0, 'Bidder Betty': 40.0, 'Bidder Charles': 96.0}",Bidder Charles
1,2,46.0,0,Bidder Andy,bid,45.0,43,"{'Bidder Andy': 45.0, 'Bidder Betty': 40.0, 'Bidder Charles': 96.0}",Bidder Charles
2,0,46.0,0,Bidder Andy,hold,0.0,43,"{'Bidder Andy': 45.0, 'Bidder Betty': 40.0, 'Bidder Charles': 96.0}",Bidder Charles
2,1,46.0,0,Bidder Charles,bid,96.0,96,"{'Bidder Andy': 45.0, 'Bidder Betty': 40.0, 'Bidder Charles': 96.0}",Bidder Charles
2,2,46.0,0,Bidder Betty,hold,0.0,40,"{'Bidder Andy': 45.0, 'Bidder Betty': 40.0, 'Bidder Charles': 96.0}",Bidder Charles
3,0,46.0,0,Bidder Charles,bid,96.0,96,"{'Bidder Andy': 45.0, 'Bidder Betty': 40.0, 'Bidder Charles': 96.0}",Bidder Charles
3,1,48.0,0,Bidder Betty,bid,47.0,40,"{'Bidder Andy': 45.0, 'Bidder Betty': 47.0, 'Bidder Charles': 96.0}",Bidder Charles
3,2,48.0,0,Bidder Andy,hold,0.0,43,"{'Bidder Andy': 45.0, 'Bidder Betty': 47.0, 'Bidder Charles': 96.0}",Bidder Charles
4,0,48.0,0,Bidder Andy,hold,0.0,43,"{'Bidder Andy': 45.0, 'Bidder Betty': 47.0, 'Bidder Charles': 96.0}",Bidder Charles
4,1,48.0,0,Bidder Charles,bid,96.0,96,"{'Bidder Andy': 45.0, 'Bidder Betty': 47.0, 'Bidder Charles': 96.0}",Bidder Charles
4,2,48.0,0,Bidder Betty,hold,0.0,40,"{'Bidder Andy': 45.0, 'Bidder Betty': 47.0, 'Bidder Charles': 96.0}",Bidder Charles
5,0,50.0,0,Bidder Betty,bid,49.0,40,"{'Bidder Andy': 45.0, 'Bidder Betty': 49.0, 'Bidder Charles': 96.0}",Bidder Charles
5,1,50.0,0,Bidder Charles,bid,96.0,96,"{'Bidder Andy': 45.0, 'Bidder Betty': 49.0, 'Bidder Charles': 96.0}",Bidder Charles
5,2,52.0,0,Bidder Andy,bid,51.0,43,"{'Bidder Andy': 51.0, 'Bidder Betty': 49.0, 'Bidder Charles': 96.0}",Bidder Charles
6,0,56.0,0,Bidder Betty,bid,55.0,40,"{'Bidder Andy': 51.0, 'Bidder Betty': 55.0, 'Bidder Charles': 96.0}",Bidder Charles
6,1,56.0,0,Bidder Charles,hold,0.0,96,"{'Bidder Andy': 51.0, 'Bidder Betty': 55.0, 'Bidder Charles': 96.0}",Bidder Charles
6,2,56.0,0,Bidder Andy,hold,0.0,43,"{'Bidder Andy': 51.0, 'Bidder Betty': 55.0, 'Bidder Charles': 96.0}",Bidder Charles
7,0,56.0,0,Bidder Andy,hold,0.0,43,"{'Bidder Andy': 51.0, 'Bidder Betty': 55.0, 'Bidder Charles': 96.0}",Bidder Charles
7,1,56.0,0,Bidder Charles,bid,96.0,96,"{'Bidder Andy': 51.0, 'Bidder Betty': 55.0, 'Bidder Charles': 96.0}",Bidder Charles
7,2,56.0,0,Bidder Betty,hold,0.0,40,"{'Bidder Andy': 51.0, 'Bidder Betty': 55.0, 'Bidder Charles': 96.0}",Bidder Charles
