period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,60,Bidder Andy,bid,4.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 0, 'Bidder Charles': 0}",Bidder Andy
0,1,0,60,Bidder Betty,hold,0.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 0, 'Bidder Charles': 0}",Bidder Andy
0,2,5.0,60,Bidder Charles,bid,85.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 0, 'Bidder Charles': 85.0}",Bidder Charles
1,0,5.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 0, 'Bidder Charles': 85.0}",Bidder Charles
1,1,5.0,60,Bidder Charles,bid,86.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 0, 'Bidder Charles': 86.0}",Bidder Charles
1,2,11.0,60,Bidder Betty,bid,10.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 10.0, 'Bidder Charles': 86.0}",Bidder Charles
2,0,11.0,60,Bidder Charles,hold,0.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 10.0, 'Bidder Charles': 86.0}",Bidder Charles
2,1,11.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 10.0, 'Bidder Charles': 86.0}",Bidder Charles
2,2,16.0,60,Bidder Betty,bid,15.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 15.0, 'Bidder Charles': 86.0}",Bidder Charles
3,0,16.0,60,Bidder Charles,hold,0.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 15.0, 'Bidder Charles': 86.0}",Bidder Charles
3,1,31.0,60,Bidder Betty,bid,30.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 30.0, 'Bidder Charles': 86.0}",Bidder Charles
3,2,31.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 30.0, 'Bidder Charles': 86.0}",Bidder Charles
4,0,31.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 30.0, 'Bidder Charles': 86.0}",Bidder Charles
4,1,41.0,60,Bidder Betty,bid,40.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 40.0, 'Bidder Charles': 86.0}",Bidder Charles
4,2,41.0,60,Bidder Charles,hold,0.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 40.0, 'Bidder Charles': 86.0}",Bidder Charles
5,0,41.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 40.0, 'Bidder Charles': 86.0}",Bidder Charles
5,1,51.0,60,Bidder Betty,bid,50.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 50.0, 'Bidder Charles': 86.0}",Bidder Charles
5,2,51.0,60,Bidder Charles,hold,0.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 50.0, 'Bidder Charles': 86.0}",Bidder Charles
6,0,51.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 50.0, 'Bidder Charles': 86.0}",Bidder Charles
6,1,61.0,60,Bidder Betty,bid,60.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 60.0, 'Bidder Charles': 86.0}",Bidder Charles
6,2,61.0,60,Bidder Charles,hold,0.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 60.0, 'Bidder Charles': 86.0}",Bidder Charles
7,0,61.0,60,Bidder Charles,hold,0.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 60.0, 'Bidder Charles': 86.0}",Bidder Charles
7,1,68.0,60,Bidder Betty,bid,67.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
7,2,68.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
8,0,68.0,60,Bidder Betty,hold,0.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
8,1,68.0,60,Bidder Charles,hold,0.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
8,2,68.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
9,0,68.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
9,1,68.0,60,Bidder Betty,hold,0.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
9,2,68.0,60,Bidder Charles,hold,0.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
10,0,68.0,60,Bidder Betty,hold,0.0,67,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
10,1,68.0,60,Bidder Charles,hold,0.0,86,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
10,2,68.0,60,Bidder Andy,hold,0.0,4,"{'Bidder Andy': 4.0, 'Bidder Betty': 67.0, 'Bidder Charles': 86.0}",Bidder Charles
