period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,0,Bidder Betty,bid,86.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 0}",Bidder Betty
0,1,71.0,0,Bidder Charles,bid,70.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
0,2,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
1,0,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
1,1,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
1,2,71.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
2,0,71.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
2,1,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
2,2,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
3,0,71.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
3,1,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
3,2,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
4,0,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
4,1,71.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
4,2,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
5,0,71.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
5,1,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
5,2,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
6,0,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
6,1,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
6,2,71.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
7,0,71.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
7,1,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
7,2,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
8,0,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
8,1,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
8,2,71.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
9,0,71.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
9,1,71.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
9,2,71.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
