period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,0,Bidder Betty,bid,15.0,"{'Bidder Andy': 0, 'Bidder Betty': 15.0, 'Bidder Charles': 0}",Bidder Betty
0,1,6.0,0,Bidder Charles,bid,5.0,"{'Bidder Andy': 0, 'Bidder Betty': 15.0, 'Bidder Charles': 5.0}",Bidder Betty
0,2,11.0,0,Bidder Andy,bid,10.0,"{'Bidder Andy': 10.0, 'Bidder Betty': 15.0, 'Bidder Charles': 5.0}",Bidder Betty
1,0,13.0,0,Bidder Andy,bid,12.0,"{'Bidder Andy': 12.0, 'Bidder Betty': 15.0, 'Bidder Charles': 5.0}",Bidder Betty
1,1,15.0,0,Bidder Charles,bid,14.0,"{'Bidder Andy': 12.0, 'Bidder Betty': 15.0, 'Bidder Charles': 14.0}",Bidder Betty
1,2,15.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 12.0, 'Bidder Betty': 15.0, 'Bidder Charles': 14.0}",Bidder Betty
2,0,15.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 12.0, 'Bidder Betty': 15.0, 'Bidder Charles': 14.0}",Bidder Betty
2,1,16.0,0,Bidder Andy,bid,20.0,"{'Bidder Andy': 20.0, 'Bidder Betty': 15.0, 'Bidder Charles': 14.0}",Bidder Andy
2,2,18.0,0,Bidder Charles,bid,17.0,"{'Bidder Andy': 20.0, 'Bidder Betty': 15.0, 'Bidder Charles': 17.0}",Bidder Andy
3,0,18.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 20.0, 'Bidder Betty': 15.0, 'Bidder Charles': 17.0}",Bidder Andy
3,1,18.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 20.0, 'Bidder Betty': 15.0, 'Bidder Charles': 17.0}",Bidder Andy
3,2,20.0,0,Bidder Charles,bid,19.0,"{'Bidder Andy': 20.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
4,0,20.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 20.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
4,1,20.0,0,Bidder Andy,bid,25.0,"{'Bidder Andy': 25.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
4,2,20.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 25.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
5,0,20.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 25.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
5,1,20.0,0,Bidder Andy,bid,30.0,"{'Bidder Andy': 30.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
5,2,20.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 30.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
6,0,20.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 30.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
6,1,20.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 30.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
6,2,20.0,0,Bidder Andy,bid,35.0,"{'Bidder Andy': 35.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
7,0,20.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 35.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
7,1,20.0,0,Bidder Andy,bid,50.0,"{'Bidder Andy': 50.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
7,2,20.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 50.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
8,0,20.0,0,Bidder Andy,bid,60.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
8,1,20.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
8,2,20.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
9,0,20.0,0,Bidder Betty,hold,0.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
9,1,20.0,0,Bidder Andy,bid,98.0,"{'Bidder Andy': 98.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
9,2,20.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 98.0, 'Bidder Betty': 15.0, 'Bidder Charles': 19.0}",Bidder Andy
