period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,0,Bidder Charles,bid,1.0,"{'Bidder Andy': 0, 'Bidder Betty': 0, 'Bidder Charles': 1.0}",Bidder Charles
0,1,2.0,0,Bidder Andy,bid,75.0,"{'Bidder Andy': 75.0, 'Bidder Betty': 0, 'Bidder Charles': 1.0}",Bidder Andy
0,2,6.0,0,Bidder Betty,bid,5.0,"{'Bidder Andy': 75.0, 'Bidder Betty': 5.0, 'Bidder Charles': 1.0}",Bidder Andy
1,0,11.0,0,Bidder Betty,bid,10.0,"{'Bidder Andy': 75.0, 'Bidder Betty': 10.0, 'Bidder Charles': 1.0}",Bidder Andy
1,1,11.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 75.0, 'Bidder Betty': 10.0, 'Bidder Charles': 1.0}",Bidder Andy
1,2,11.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 75.0, 'Bidder Betty': 10.0, 'Bidder Charles': 1.0}",Bidder Andy
2,0,11.0,0,Bidder Andy,bid,78.0,"{'Bidder Andy': 78.0, 'Bidder Betty': 10.0, 'Bidder Charles': 1.0}",Bidder Andy
2,1,11.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 78.0, 'Bidder Betty': 10.0, 'Bidder Charles': 1.0}",Bidder Andy
2,2,16.0,0,Bidder Betty,bid,15.0,"{'Bidder Andy': 78.0, 'Bidder Betty': 15.0, 'Bidder Charles': 1.0}",Bidder Andy
3,0,16.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 78.0, 'Bidder Betty': 15.0, 'Bidder Charles': 1.0}",Bidder Andy
3,1,16.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 78.0, 'Bidder Betty': 15.0, 'Bidder Charles': 1.0}",Bidder Andy
3,2,21.0,0,Bidder Betty,bid,20.0,"{'Bidder Andy': 78.0, 'Bidder Betty': 20.0, 'Bidder Charles': 1.0}",Bidder Andy
4,0,26.0,0,Bidder Betty,bid,25.0,"{'Bidder Andy': 78.0, 'Bidder Betty': 25.0, 'Bidder Charles': 1.0}",Bidder Andy
4,1,26.0,0,Bidder Andy,bid,79.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 25.0, 'Bidder Charles': 1.0}",Bidder Andy
4,2,26.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 25.0, 'Bidder Charles': 1.0}",Bidder Andy
5,0,26.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 25.0, 'Bidder Charles': 1.0}",Bidder Andy
5,1,31.0,0,Bidder Betty,bid,30.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 30.0, 'Bidder Charles': 1.0}",Bidder Andy
5,2,31.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 30.0, 'Bidder Charles': 1.0}",Bidder Andy
6,0,31.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 30.0, 'Bidder Charles': 1.0}",Bidder Andy
6,1,31.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 30.0, 'Bidder Charles': 1.0}",Bidder Andy
6,2,46.0,0,Bidder Betty,bid,45.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 45.0, 'Bidder Charles': 1.0}",Bidder Andy
7,0,46.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 45.0, 'Bidder Charles': 1.0}",Bidder Andy
7,1,46.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 45.0, 'Bidder Charles': 1.0}",Bidder Andy
7,2,51.0,0,Bidder Betty,bid,50.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 50.0, 'Bidder Charles': 1.0}",Bidder Andy
8,0,53.0,0,Bidder Betty,bid,52.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 52.0, 'Bidder Charles': 1.0}",Bidder Andy
8,1,53.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 52.0, 'Bidder Charles': 1.0}",Bidder Andy
8,2,53.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 52.0, 'Bidder Charles': 1.0}",Bidder Andy
9,0,80.0,0,Bidder Betty,bid,82.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 82.0, 'Bidder Charles': 1.0}",Bidder Betty
9,1,80.0,0,Bidder Charles,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 82.0, 'Bidder Charles': 1.0}",Bidder Betty
9,2,80.0,0,Bidder Andy,hold,0.0,"{'Bidder Andy': 79.0, 'Bidder Betty': 82.0, 'Bidder Charles': 1.0}",Bidder Betty
