period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,0,Bidder Andy,bid,70.0,73,"{'Bidder Andy': 70.0, 'Bidder Betty': 0, 'Bidder Charles': 0}",Bidder Andy
0,1,2.0,0,Bidder Charles,bid,1.0,85,"{'Bidder Andy': 70.0, 'Bidder Betty': 0, 'Bidder Charles': 1.0}",Bidder Andy
0,2,4.0,0,Bidder Betty,bid,3.0,65,"{'Bidder Andy': 70.0, 'Bidder Betty': 3.0, 'Bidder Charles': 1.0}",Bidder Andy
1,0,6.0,0,Bidder Betty,bid,5.0,65,"{'Bidder Andy': 70.0, 'Bidder Betty': 5.0, 'Bidder Charles': 1.0}",Bidder Andy
1,1,8.0,0,Bidder Charles,bid,7.0,85,"{'Bidder Andy': 70.0, 'Bidder Betty': 5.0, 'Bidder Charles': 7.0}",Bidder Andy
1,2,8.0,0,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 70.0, 'Bidder Betty': 5.0, 'Bidder Charles': 7.0}",Bidder Andy
2,0,11.0,0,Bidder Betty,bid,10.0,65,"{'Bidder Andy': 70.0, 'Bidder Betty': 10.0, 'Bidder Charles': 7.0}",Bidder Andy
2,1,11.0,0,Bidder Andy,bid,73.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 10.0, 'Bidder Charles': 7.0}",Bidder Andy
2,2,13.0,0,Bidder Charles,bid,12.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 10.0, 'Bidder Charles': 12.0}",Bidder Andy
3,0,13.0,0,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 10.0, 'Bidder Charles': 12.0}",Bidder Andy
3,1,16.0,0,Bidder Charles,bid,15.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 10.0, 'Bidder Charles': 15.0}",Bidder Andy
3,2,21.0,0,Bidder Betty,bid,20.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 20.0, 'Bidder Charles': 15.0}",Bidder Andy
4,0,26.0,0,Bidder Charles,bid,25.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 20.0, 'Bidder Charles': 25.0}",Bidder Andy
4,1,26.0,0,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 20.0, 'Bidder Charles': 25.0}",Bidder Andy
4,2,31.0,0,Bidder Betty,bid,30.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 30.0, 'Bidder Charles': 25.0}",Bidder Andy
5,0,36.0,0,Bidder Betty,bid,35.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 35.0, 'Bidder Charles': 25.0}",Bidder Andy
5,1,36.0,0,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 35.0, 'Bidder Charles': 25.0}",Bidder Andy
5,2,41.0,0,Bidder Charles,bid,40.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 35.0, 'Bidder Charles': 40.0}",Bidder Andy
6,0,46.0,0,Bidder Charles,bid,45.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 35.0, 'Bidder Charles': 45.0}",Bidder Andy
6,1,46.0,0,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 35.0, 'Bidder Charles': 45.0}",Bidder Andy
6,2,51.0,0,Bidder Betty,bid,50.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 50.0, 'Bidder Charles': 45.0}",Bidder Andy
7,0,66.0,0,Bidder Betty,bid,65.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 65.0, 'Bidder Charles': 45.0}",Bidder Andy
7,1,66.0,0,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 65.0, 'Bidder Charles': 45.0}",Bidder Andy
7,2,68.0,0,Bidder Charles,bid,67.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 65.0, 'Bidder Charles': 67.0}",Bidder Andy
8,0,68.0,0,Bidder Betty,hold,0.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 65.0, 'Bidder Charles': 67.0}",Bidder Andy
8,1,68.0,0,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 65.0, 'Bidder Charles': 67.0}",Bidder Andy
8,2,71.0,0,Bidder Charles,bid,70.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 65.0, 'Bidder Charles': 70.0}",Bidder Andy
9,0,71.0,0,Bidder Betty,hold,0.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 65.0, 'Bidder Charles': 70.0}",Bidder Andy
9,1,74.0,0,Bidder Charles,bid,84.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 65.0, 'Bidder Charles': 84.0}",Bidder Charles
9,2,74.0,0,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 65.0, 'Bidder Charles': 84.0}",Bidder Charles
