period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,0,Bidder Betty,bid,86.0,86,"{'Bidder Andy': 0, 'Bidder Betty': 86.0, 'Bidder Charles': 0}",Bidder Betty
0,1,22.0,0,Bidder Andy,bid,21.0,21,"{'Bidder Andy': 21.0, 'Bidder Betty': 86.0, 'Bidder Charles': 0}",Bidder Betty
0,2,31.0,0,Bidder Charles,bid,30.0,70,"{'Bidder Andy': 21.0, 'Bidder Betty': 86.0, 'Bidder Charles': 30.0}",Bidder Betty
1,0,31.0,0,Bidder Andy,hold,0.0,21,"{'Bidder Andy': 21.0, 'Bidder Betty': 86.0, 'Bidder Charles': 30.0}",Bidder Betty
1,1,41.0,0,Bidder Charles,bid,40.0,70,"{'Bidder Andy': 21.0, 'Bidder Betty': 86.0, 'Bidder Charles': 40.0}",Bidder Betty
1,2,41.0,0,Bidder Betty,hold,0.0,86,"{'Bidder Andy': 21.0, 'Bidder Betty': 86.0, 'Bidder Charles': 40.0}",Bidder Betty
2,0,51.0,0,Bidder Charles,bid,50.0,70,"{'Bidder Andy': 21.0, 'Bidder Betty': 86.0, 'Bidder Charles': 50.0}",Bidder Betty
2,1,51.0,0,Bidder Betty,bid,86.0,86,"{'Bidder Andy': 21.0, 'Bidder Betty': 86.0, 'Bidder Charles': 50.0}",Bidder Betty
2,2,62.0,0,Bidder Andy,bid,61.0,21,"{'Bidder Andy': 61.0, 'Bidder Betty': 86.0, 'Bidder Charles': 50.0}",Bidder Betty
3,0,62.0,0,Bidder Betty,bid,86.0,86,"{'Bidder Andy': 61.0, 'Bidder Betty': 86.0, 'Bidder Charles': 50.0}",Bidder Betty
3,1,71.0,0,Bidder Charles,bid,70.0,70,"{'Bidder Andy': 61.0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
3,2,71.0,0,Bidder Andy,hold,0.0,21,"{'Bidder Andy': 61.0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
4,0,71.0,0,Bidder Andy,hold,0.0,21,"{'Bidder Andy': 61.0, 'Bidder Betty': 86.0, 'Bidder Charles': 70.0}",Bidder Betty
4,1,76.0,0,Bidder Charles,bid,75.0,70,"{'Bidder Andy': 61.0, 'Bidder Betty': 86.0, 'Bidder Charles': 75.0}",Bidder Betty
4,2,76.0,0,Bidder Betty,bid,87.0,86,"{'Bidder Andy': 61.0, 'Bidder Betty': 87.0, 'Bidder Charles': 75.0}",Bidder Betty
5,0,76.0,0,Bidder Betty,bid,88.0,86,"{'Bidder Andy': 61.0, 'Bidder Betty': 88.0, 'Bidder Charles': 75.0}",Bidder Betty
5,1,76.0,0,Bidder Charles,hold,0.0,70,"{'Bidder Andy': 61.0, 'Bidder Betty': 88.0, 'Bidder Charles': 75.0}",Bidder Betty
5,2,78.0,0,Bidder Andy,bid,77.0,21,"{'Bidder Andy': 77.0, 'Bidder Betty': 88.0, 'Bidder Charles': 75.0}",Bidder Betty
6,0,78.0,0,Bidder Andy,hold,0.0,21,"{'Bidder Andy': 77.0, 'Bidder Betty': 88.0, 'Bidder Charles': 75.0}",Bidder Betty
6,1,78.0,0,Bidder Betty,bid,89.0,86,"{'Bidder Andy': 77.0, 'Bidder Betty': 89.0, 'Bidder Charles': 75.0}",Bidder Betty
6,2,78.0,0,Bidder Charles,hold,0.0,70,"{'Bidder Andy': 77.0, 'Bidder Betty': 89.0, 'Bidder Charles': 75.0}",Bidder Betty
7,0,78.0,0,Bidder Andy,hold,0.0,21,"{'Bidder Andy': 77.0, 'Bidder Betty': 89.0, 'Bidder Charles': 75.0}",Bidder Betty
7,1,81.0,0,Bidder Charles,bid,80.0,70,"{'Bidder Andy': 77.0, 'Bidder Betty': 89.0, 'Bidder Charles': 80.0}",Bidder Betty
7,2,81.0,0,Bidder Betty,bid,89.0,86,"{'Bidder Andy': 77.0, 'Bidder Betty': 89.0, 'Bidder Charles': 80.0}",Bidder Betty
8,0,83.0,0,Bidder Andy,bid,82.0,21,"{'Bidder Andy': 82.0, 'Bidder Betty': 89.0, 'Bidder Charles': 80.0}",Bidder Betty
8,1,83.0,0,Bidder Betty,bid,90.0,86,"{'Bidder Andy': 82.0, 'Bidder Betty': 90.0, 'Bidder Charles': 80.0}",Bidder Betty
8,2,86.0,0,Bidder Charles,bid,85.0,70,"{'Bidder Andy': 82.0, 'Bidder Betty': 90.0, 'Bidder Charles': 85.0}",Bidder Betty
9,0,86.0,0,Bidder Charles,hold,0.0,70,"{'Bidder Andy': 82.0, 'Bidder Betty': 90.0, 'Bidder Charles': 85.0}",Bidder Betty
9,1,86.0,0,Bidder Andy,hold,0.0,21,"{'Bidder Andy': 82.0, 'Bidder Betty': 90.0, 'Bidder Charles': 85.0}",Bidder Betty
9,2,86.0,0,Bidder Betty,bid,90.0,86,"{'Bidder Andy': 82.0, 'Bidder Betty': 90.0, 'Bidder Charles': 85.0}",Bidder Betty
