period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,40,Bidder Andy,bid,1.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 0, 'Bidder Charles': 0}",Bidder Andy
0,1,2.0,40,Bidder Charles,bid,50.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 0, 'Bidder Charles': 50.0}",Bidder Charles
0,2,4.0,40,Bidder Betty,bid,3.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 3.0, 'Bidder Charles': 50.0}",Bidder Charles
1,0,11.0,40,Bidder Betty,bid,10.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 10.0, 'Bidder Charles': 50.0}",Bidder Charles
1,1,11.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 10.0, 'Bidder Charles': 50.0}",Bidder Charles
1,2,11.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 10.0, 'Bidder Charles': 50.0}",Bidder Charles
2,0,11.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 10.0, 'Bidder Charles': 50.0}",Bidder Charles
2,1,16.0,40,Bidder Betty,bid,15.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 15.0, 'Bidder Charles': 50.0}",Bidder Charles
2,2,16.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 15.0, 'Bidder Charles': 50.0}",Bidder Charles
3,0,16.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 15.0, 'Bidder Charles': 50.0}",Bidder Charles
3,1,16.0,40,Bidder Charles,bid,55.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 15.0, 'Bidder Charles': 55.0}",Bidder Charles
3,2,21.0,40,Bidder Betty,bid,20.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 20.0, 'Bidder Charles': 55.0}",Bidder Charles
4,0,26.0,40,Bidder Betty,bid,25.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 25.0, 'Bidder Charles': 55.0}",Bidder Charles
4,1,26.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 25.0, 'Bidder Charles': 55.0}",Bidder Charles
4,2,26.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 25.0, 'Bidder Charles': 55.0}",Bidder Charles
5,0,26.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 25.0, 'Bidder Charles': 55.0}",Bidder Charles
5,1,26.0,40,Bidder Charles,bid,59.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 25.0, 'Bidder Charles': 59.0}",Bidder Charles
5,2,31.0,40,Bidder Betty,bid,30.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 30.0, 'Bidder Charles': 59.0}",Bidder Charles
6,0,31.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 30.0, 'Bidder Charles': 59.0}",Bidder Charles
6,1,51.0,40,Bidder Betty,bid,50.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 50.0, 'Bidder Charles': 59.0}",Bidder Charles
6,2,51.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 50.0, 'Bidder Charles': 59.0}",Bidder Charles
7,0,51.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 50.0, 'Bidder Charles': 59.0}",Bidder Charles
7,1,60.0,40,Bidder Betty,bid,60.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 60.0, 'Bidder Charles': 59.0}",Bidder Betty
7,2,60.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 60.0, 'Bidder Charles': 59.0}",Bidder Betty
8,0,60.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 60.0, 'Bidder Charles': 59.0}",Bidder Betty
8,1,60.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 60.0, 'Bidder Charles': 59.0}",Bidder Betty
8,2,60.0,40,Bidder Betty,bid,70.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 70.0, 'Bidder Charles': 59.0}",Bidder Betty
9,0,60.0,40,Bidder Betty,bid,88.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 88.0, 'Bidder Charles': 59.0}",Bidder Betty
9,1,60.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 88.0, 'Bidder Charles': 59.0}",Bidder Betty
9,2,60.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 1.0, 'Bidder Betty': 88.0, 'Bidder Charles': 59.0}",Bidder Betty
