period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,40,Bidder Andy,bid,10.0,73,"{'Bidder Andy': 10.0, 'Bidder Betty': 0, 'Bidder Charles': 0}",Bidder Andy
0,1,11.0,40,Bidder Charles,bid,50.0,85,"{'Bidder Andy': 10.0, 'Bidder Betty': 0, 'Bidder Charles': 50.0}",Bidder Charles
0,2,21.0,40,Bidder Betty,bid,20.0,65,"{'Bidder Andy': 10.0, 'Bidder Betty': 20.0, 'Bidder Charles': 50.0}",Bidder Charles
1,0,21.0,40,Bidder Charles,bid,51.0,85,"{'Bidder Andy': 10.0, 'Bidder Betty': 20.0, 'Bidder Charles': 51.0}",Bidder Charles
1,1,31.0,40,Bidder Betty,bid,30.0,65,"{'Bidder Andy': 10.0, 'Bidder Betty': 30.0, 'Bidder Charles': 51.0}",Bidder Charles
1,2,36.0,40,Bidder Andy,bid,35.0,73,"{'Bidder Andy': 35.0, 'Bidder Betty': 30.0, 'Bidder Charles': 51.0}",Bidder Charles
2,0,41.0,40,Bidder Betty,bid,40.0,65,"{'Bidder Andy': 35.0, 'Bidder Betty': 40.0, 'Bidder Charles': 51.0}",Bidder Charles
2,1,41.0,40,Bidder Charles,bid,61.0,85,"{'Bidder Andy': 35.0, 'Bidder Betty': 40.0, 'Bidder Charles': 61.0}",Bidder Charles
2,2,46.0,40,Bidder Andy,bid,45.0,73,"{'Bidder Andy': 45.0, 'Bidder Betty': 40.0, 'Bidder Charles': 61.0}",Bidder Charles
3,0,46.0,40,Bidder Charles,bid,70.0,85,"{'Bidder Andy': 45.0, 'Bidder Betty': 40.0, 'Bidder Charles': 70.0}",Bidder Charles
3,1,51.0,40,Bidder Andy,bid,50.0,73,"{'Bidder Andy': 50.0, 'Bidder Betty': 40.0, 'Bidder Charles': 70.0}",Bidder Charles
3,2,53.0,40,Bidder Betty,bid,52.0,65,"{'Bidder Andy': 50.0, 'Bidder Betty': 52.0, 'Bidder Charles': 70.0}",Bidder Charles
4,0,53.0,40,Bidder Charles,hold,0.0,85,"{'Bidder Andy': 50.0, 'Bidder Betty': 52.0, 'Bidder Charles': 70.0}",Bidder Charles
4,1,61.0,40,Bidder Andy,bid,60.0,73,"{'Bidder Andy': 60.0, 'Bidder Betty': 52.0, 'Bidder Charles': 70.0}",Bidder Charles
4,2,63.0,40,Bidder Betty,bid,62.0,65,"{'Bidder Andy': 60.0, 'Bidder Betty': 62.0, 'Bidder Charles': 70.0}",Bidder Charles
5,0,66.0,40,Bidder Andy,bid,65.0,73,"{'Bidder Andy': 65.0, 'Bidder Betty': 62.0, 'Bidder Charles': 70.0}",Bidder Charles
5,1,66.0,40,Bidder Charles,bid,75.0,85,"{'Bidder Andy': 65.0, 'Bidder Betty': 62.0, 'Bidder Charles': 75.0}",Bidder Charles
5,2,66.0,40,Bidder Betty,hold,0.0,65,"{'Bidder Andy': 65.0, 'Bidder Betty': 62.0, 'Bidder Charles': 75.0}",Bidder Charles
6,0,68.0,40,Bidder Andy,bid,67.0,73,"{'Bidder Andy': 67.0, 'Bidder Betty': 62.0, 'Bidder Charles': 75.0}",Bidder Charles
6,1,68.0,40,Bidder Charles,bid,80.0,85,"{'Bidder Andy': 67.0, 'Bidder Betty': 62.0, 'Bidder Charles': 80.0}",Bidder Charles
6,2,68.0,40,Bidder Betty,hold,0.0,65,"{'Bidder Andy': 67.0, 'Bidder Betty': 62.0, 'Bidder Charles': 80.0}",Bidder Charles
7,0,74.0,40,Bidder Andy,bid,73.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 62.0, 'Bidder Charles': 80.0}",Bidder Charles
7,1,74.0,40,Bidder Betty,hold,0.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 62.0, 'Bidder Charles': 80.0}",Bidder Charles
7,2,74.0,40,Bidder Charles,bid,85.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 62.0, 'Bidder Charles': 85.0}",Bidder Charles
8,0,74.0,40,Bidder Betty,hold,0.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 62.0, 'Bidder Charles': 85.0}",Bidder Charles
8,1,74.0,40,Bidder Charles,hold,0.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 62.0, 'Bidder Charles': 85.0}",Bidder Charles
8,2,74.0,40,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 62.0, 'Bidder Charles': 85.0}",Bidder Charles
9,0,74.0,40,Bidder Andy,hold,0.0,73,"{'Bidder Andy': 73.0, 'Bidder Betty': 62.0, 'Bidder Charles': 85.0}",Bidder Charles
9,1,74.0,40,Bidder Charles,hold,0.0,85,"{'Bidder Andy': 73.0, 'Bidder Betty': 62.0, 'Bidder Charles': 85.0}",Bidder Charles
9,2,74.0,40,Bidder Betty,hold,0.0,65,"{'Bidder Andy': 73.0, 'Bidder Betty': 62.0, 'Bidder Charles': 85.0}",Bidder Charles
