period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,40,Bidder Betty,bid,5.0,"{'Bidder Andy': 0, 'Bidder Betty': 5.0, 'Bidder Charles': 0}",Bidder Betty
0,1,5.0,40,Bidder Charles,bid,5.0,"{'Bidder Andy': 0, 'Bidder Betty': 5.0, 'Bidder Charles': 5.0}",Bidder Betty
0,2,6.0,40,Bidder Andy,bid,21.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 5.0, 'Bidder Charles': 5.0}",Bidder Andy
1,0,11.0,40,Bidder Betty,bid,10.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 10.0, 'Bidder Charles': 5.0}",Bidder Andy
1,1,13.0,40,Bidder Charles,bid,12.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 10.0, 'Bidder Charles': 12.0}",Bidder Andy
1,2,13.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 10.0, 'Bidder Charles': 12.0}",Bidder Andy
2,0,16.0,40,Bidder Betty,bid,15.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 15.0, 'Bidder Charles': 12.0}",Bidder Andy
2,1,21.0,40,Bidder Charles,bid,20.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 15.0, 'Bidder Charles': 20.0}",Bidder Andy
2,2,21.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 15.0, 'Bidder Charles': 20.0}",Bidder Andy
3,0,21.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 15.0, 'Bidder Charles': 20.0}",Bidder Andy
3,1,22.0,40,Bidder Betty,bid,30.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 30.0, 'Bidder Charles': 20.0}",Bidder Betty
3,2,26.0,40,Bidder Charles,bid,25.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 30.0, 'Bidder Charles': 25.0}",Bidder Betty
4,0,30.0,40,Bidder Charles,bid,30.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 30.0, 'Bidder Charles': 30.0}",Bidder Betty
4,1,31.0,40,Bidder Betty,bid,40.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 40.0, 'Bidder Charles': 30.0}",Bidder Betty
4,2,31.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 40.0, 'Bidder Charles': 30.0}",Bidder Betty
5,0,31.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 40.0, 'Bidder Charles': 30.0}",Bidder Betty
5,1,40.0,40,Bidder Charles,bid,40.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 40.0, 'Bidder Charles': 40.0}",Bidder Betty
5,2,41.0,40,Bidder Betty,bid,50.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 50.0, 'Bidder Charles': 40.0}",Bidder Betty
6,0,41.0,40,Bidder Betty,bid,55.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 55.0, 'Bidder Charles': 40.0}",Bidder Betty
6,1,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 55.0, 'Bidder Charles': 40.0}",Bidder Betty
6,2,51.0,40,Bidder Charles,bid,50.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 55.0, 'Bidder Charles': 50.0}",Bidder Betty
7,0,51.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 55.0, 'Bidder Charles': 50.0}",Bidder Betty
7,1,51.0,40,Bidder Betty,bid,60.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 60.0, 'Bidder Charles': 50.0}",Bidder Betty
7,2,60.0,40,Bidder Charles,bid,60.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 60.0, 'Bidder Charles': 60.0}",Bidder Betty
8,0,61.0,40,Bidder Betty,bid,70.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 70.0, 'Bidder Charles': 60.0}",Bidder Betty
8,1,63.0,40,Bidder Charles,bid,62.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 70.0, 'Bidder Charles': 62.0}",Bidder Betty
8,2,63.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 70.0, 'Bidder Charles': 62.0}",Bidder Betty
9,0,65.0,40,Bidder Charles,bid,64.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 70.0, 'Bidder Charles': 64.0}",Bidder Betty
9,1,65.0,40,Bidder Betty,bid,85.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 85.0, 'Bidder Charles': 64.0}",Bidder Betty
9,2,65.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 21.0, 'Bidder Betty': 85.0, 'Bidder Charles': 64.0}",Bidder Betty
