period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,40,Bidder Betty,bid,1.0,"{'Bidder Andy': 0, 'Bidder Betty': 1.0, 'Bidder Charles': 0}",Bidder Betty
0,1,2.0,40,Bidder Andy,bid,60.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 1.0, 'Bidder Charles': 0}",Bidder Andy
0,2,4.0,40,Bidder Charles,bid,3.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 1.0, 'Bidder Charles': 3.0}",Bidder Andy
1,0,6.0,40,Bidder Betty,bid,5.0,"{'Bidder Andy': 60.0, 'Bidder Betty': 5.0, 'Bidder Charles': 3.0}",Bidder Andy
1,1,6.0,40,Bidder Andy,bid,64.0,"{'Bidder Andy': 64.0, 'Bidder Betty': 5.0, 'Bidder Charles': 3.0}",Bidder Andy
1,2,11.0,40,Bidder Charles,bid,10.0,"{'Bidder Andy': 64.0, 'Bidder Betty': 5.0, 'Bidder Charles': 10.0}",Bidder Andy
2,0,16.0,40,Bidder Charles,bid,15.0,"{'Bidder Andy': 64.0, 'Bidder Betty': 5.0, 'Bidder Charles': 15.0}",Bidder Andy
2,1,16.0,40,Bidder Andy,bid,66.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 5.0, 'Bidder Charles': 15.0}",Bidder Andy
2,2,21.0,40,Bidder Betty,bid,20.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 20.0, 'Bidder Charles': 15.0}",Bidder Andy
3,0,21.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 20.0, 'Bidder Charles': 15.0}",Bidder Andy
3,1,32.0,40,Bidder Betty,bid,31.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 15.0}",Bidder Andy
3,2,51.0,40,Bidder Charles,bid,50.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 50.0}",Bidder Andy
4,0,51.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 50.0}",Bidder Andy
4,1,51.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 50.0}",Bidder Andy
4,2,56.0,40,Bidder Charles,bid,55.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 55.0}",Bidder Andy
5,0,61.0,40,Bidder Charles,bid,60.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
5,1,61.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
5,2,61.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
6,0,61.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
6,1,61.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 60.0}",Bidder Andy
6,2,67.0,40,Bidder Charles,bid,70.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 70.0}",Bidder Charles
7,0,67.0,40,Bidder Charles,bid,75.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 75.0}",Bidder Charles
7,1,67.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 75.0}",Bidder Charles
7,2,67.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 75.0}",Bidder Charles
8,0,67.0,40,Bidder Charles,bid,97.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 97.0}",Bidder Charles
8,1,67.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 97.0}",Bidder Charles
8,2,67.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 97.0}",Bidder Charles
9,0,67.0,40,Bidder Charles,bid,98.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 98.0}",Bidder Charles
9,1,67.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 98.0}",Bidder Charles
9,2,67.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 66.0, 'Bidder Betty': 31.0, 'Bidder Charles': 98.0}",Bidder Charles
