period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,max_bids,highest_bidder
0,0,0,40,Bidder Betty,bid,1.0,"{'Bidder Andy': 0, 'Bidder Betty': 1.0, 'Bidder Charles': 0}",Bidder Betty
0,1,2.0,40,Bidder Andy,bid,85.0,"{'Bidder Andy': 85.0, 'Bidder Betty': 1.0, 'Bidder Charles': 0}",Bidder Andy
0,2,2.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 85.0, 'Bidder Betty': 1.0, 'Bidder Charles': 0}",Bidder Andy
1,0,11.0,40,Bidder Betty,bid,10.0,"{'Bidder Andy': 85.0, 'Bidder Betty': 10.0, 'Bidder Charles': 0}",Bidder Andy
1,1,11.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 85.0, 'Bidder Betty': 10.0, 'Bidder Charles': 0}",Bidder Andy
1,2,11.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 85.0, 'Bidder Betty': 10.0, 'Bidder Charles': 0}",Bidder Andy
2,0,11.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 85.0, 'Bidder Betty': 10.0, 'Bidder Charles': 0}",Bidder Andy
2,1,11.0,40,Bidder Andy,bid,90.0,"{'Bidder Andy': 90.0, 'Bidder Betty': 10.0, 'Bidder Charles': 0}",Bidder Andy
2,2,21.0,40,Bidder Betty,bid,20.0,"{'Bidder Andy': 90.0, 'Bidder Betty': 20.0, 'Bidder Charles': 0}",Bidder Andy
3,0,21.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 90.0, 'Bidder Betty': 20.0, 'Bidder Charles': 0}",Bidder Andy
3,1,26.0,40,Bidder Betty,bid,25.0,"{'Bidder Andy': 90.0, 'Bidder Betty': 25.0, 'Bidder Charles': 0}",Bidder Andy
3,2,26.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 90.0, 'Bidder Betty': 25.0, 'Bidder Charles': 0}",Bidder Andy
4,0,31.0,40,Bidder Betty,bid,30.0,"{'Bidder Andy': 90.0, 'Bidder Betty': 30.0, 'Bidder Charles': 0}",Bidder Andy
4,1,31.0,40,Bidder Andy,bid,92.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 30.0, 'Bidder Charles': 0}",Bidder Andy
4,2,31.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 30.0, 'Bidder Charles': 0}",Bidder Andy
5,0,41.0,40,Bidder Betty,bid,40.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 40.0, 'Bidder Charles': 0}",Bidder Andy
5,1,41.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 40.0, 'Bidder Charles': 0}",Bidder Andy
5,2,41.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 40.0, 'Bidder Charles': 0}",Bidder Andy
6,0,46.0,40,Bidder Betty,bid,45.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 45.0, 'Bidder Charles': 0}",Bidder Andy
6,1,46.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 45.0, 'Bidder Charles': 0}",Bidder Andy
6,2,46.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 45.0, 'Bidder Charles': 0}",Bidder Andy
7,0,48.0,40,Bidder Betty,bid,47.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 47.0, 'Bidder Charles': 0}",Bidder Andy
7,1,48.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 47.0, 'Bidder Charles': 0}",Bidder Andy
7,2,48.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 47.0, 'Bidder Charles': 0}",Bidder Andy
8,0,57.0,40,Bidder Betty,bid,56.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 56.0, 'Bidder Charles': 0}",Bidder Andy
8,1,57.0,40,Bidder Andy,hold,0.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 56.0, 'Bidder Charles': 0}",Bidder Andy
8,2,57.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 92.0, 'Bidder Betty': 56.0, 'Bidder Charles': 0}",Bidder Andy
9,0,57.0,40,Bidder Andy,bid,93.0,"{'Bidder Andy': 93.0, 'Bidder Betty': 56.0, 'Bidder Charles': 0}",Bidder Andy
9,1,57.0,40,Bidder Betty,hold,0.0,"{'Bidder Andy': 93.0, 'Bidder Betty': 56.0, 'Bidder Charles': 0}",Bidder Andy
9,2,57.0,40,Bidder Charles,hold,0.0,"{'Bidder Andy': 93.0, 'Bidder Betty': 56.0, 'Bidder Charles': 0}",Bidder Andy
