period_id,turn_id,current_price,reserve_price,agent_selected,action,bid,value,max_bids,highest_bidder
0,0,0,50,Bidder Charles,bid,1.0,2,"{'Bidder Andy': 0, 'Bidder Betty': 0, 'Bidder Charles': 1.0}",Bidder Charles
0,1,2.0,50,Bidder Andy,bid,75.0,79,"{'Bidder Andy': 75.0, 'Bidder Betty': 0, 'Bidder Charles': 1.0}",Bidder Andy
0,2,11.0,50,Bidder Betty,bid,10.0,83,"{'Bidder Andy': 75.0, 'Bidder Betty': 10.0, 'Bidder Charles': 1.0}",Bidder Andy
1,0,11.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 75.0, 'Bidder Betty': 10.0, 'Bidder Charles': 1.0}",Bidder Andy
1,1,11.0,50,Bidder Andy,hold,0.0,79,"{'Bidder Andy': 75.0, 'Bidder Betty': 10.0, 'Bidder Charles': 1.0}",Bidder Andy
1,2,21.0,50,Bidder Betty,bid,20.0,83,"{'Bidder Andy': 75.0, 'Bidder Betty': 20.0, 'Bidder Charles': 1.0}",Bidder Andy
2,0,21.0,50,Bidder Andy,bid,79.0,79,"{'Bidder Andy': 79.0, 'Bidder Betty': 20.0, 'Bidder Charles': 1.0}",Bidder Andy
2,1,31.0,50,Bidder Betty,bid,30.0,83,"{'Bidder Andy': 79.0, 'Bidder Betty': 30.0, 'Bidder Charles': 1.0}",Bidder Andy
2,2,31.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 79.0, 'Bidder Betty': 30.0, 'Bidder Charles': 1.0}",Bidder Andy
3,0,31.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 79.0, 'Bidder Betty': 30.0, 'Bidder Charles': 1.0}",Bidder Andy
3,1,51.0,50,Bidder Betty,bid,50.0,83,"{'Bidder Andy': 79.0, 'Bidder Betty': 50.0, 'Bidder Charles': 1.0}",Bidder Andy
3,2,51.0,50,Bidder Andy,hold,0.0,79,"{'Bidder Andy': 79.0, 'Bidder Betty': 50.0, 'Bidder Charles': 1.0}",Bidder Andy
4,0,51.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 79.0, 'Bidder Betty': 50.0, 'Bidder Charles': 1.0}",Bidder Andy
4,1,61.0,50,Bidder Betty,bid,60.0,83,"{'Bidder Andy': 79.0, 'Bidder Betty': 60.0, 'Bidder Charles': 1.0}",Bidder Andy
4,2,61.0,50,Bidder Andy,hold,0.0,79,"{'Bidder Andy': 79.0, 'Bidder Betty': 60.0, 'Bidder Charles': 1.0}",Bidder Andy
5,0,61.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 79.0, 'Bidder Betty': 60.0, 'Bidder Charles': 1.0}",Bidder Andy
5,1,61.0,50,Bidder Andy,hold,0.0,79,"{'Bidder Andy': 79.0, 'Bidder Betty': 60.0, 'Bidder Charles': 1.0}",Bidder Andy
5,2,71.0,50,Bidder Betty,bid,70.0,83,"{'Bidder Andy': 79.0, 'Bidder Betty': 70.0, 'Bidder Charles': 1.0}",Bidder Andy
6,0,71.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 79.0, 'Bidder Betty': 70.0, 'Bidder Charles': 1.0}",Bidder Andy
6,1,71.0,50,Bidder Andy,hold,0.0,79,"{'Bidder Andy': 79.0, 'Bidder Betty': 70.0, 'Bidder Charles': 1.0}",Bidder Andy
6,2,76.0,50,Bidder Betty,bid,75.0,83,"{'Bidder Andy': 79.0, 'Bidder Betty': 75.0, 'Bidder Charles': 1.0}",Bidder Andy
7,0,76.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 79.0, 'Bidder Betty': 75.0, 'Bidder Charles': 1.0}",Bidder Andy
7,1,80.0,50,Bidder Betty,bid,82.0,83,"{'Bidder Andy': 79.0, 'Bidder Betty': 82.0, 'Bidder Charles': 1.0}",Bidder Betty
7,2,80.0,50,Bidder Andy,hold,0.0,79,"{'Bidder Andy': 79.0, 'Bidder Betty': 82.0, 'Bidder Charles': 1.0}",Bidder Betty
8,0,80.0,50,Bidder Betty,bid,83.0,83,"{'Bidder Andy': 79.0, 'Bidder Betty': 83.0, 'Bidder Charles': 1.0}",Bidder Betty
8,1,80.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 79.0, 'Bidder Betty': 83.0, 'Bidder Charles': 1.0}",Bidder Betty
8,2,80.0,50,Bidder Andy,hold,0.0,79,"{'Bidder Andy': 79.0, 'Bidder Betty': 83.0, 'Bidder Charles': 1.0}",Bidder Betty
9,0,80.0,50,Bidder Andy,hold,0.0,79,"{'Bidder Andy': 79.0, 'Bidder Betty': 83.0, 'Bidder Charles': 1.0}",Bidder Betty
9,1,80.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 79.0, 'Bidder Betty': 83.0, 'Bidder Charles': 1.0}",Bidder Betty
9,2,80.0,50,Bidder Betty,hold,0.0,83,"{'Bidder Andy': 79.0, 'Bidder Betty': 83.0, 'Bidder Charles': 1.0}",Bidder Betty
10,0,80.0,50,Bidder Charles,hold,0.0,2,"{'Bidder Andy': 79.0, 'Bidder Betty': 83.0, 'Bidder Charles': 1.0}",Bidder Betty
10,1,80.0,50,Bidder Betty,hold,0.0,83,"{'Bidder Andy': 79.0, 'Bidder Betty': 83.0, 'Bidder Charles': 1.0}",Bidder Betty
10,2,80.0,50,Bidder Andy,hold,0.0,79,"{'Bidder Andy': 79.0, 'Bidder Betty': 83.0, 'Bidder Charles': 1.0}",Bidder Betty
